age,gender,current_country,highest_education,field_of_study,years_of_experience,english_proficiency,academic_score,current_salary_usd,available_funds_usd,loan_eligibility,family_support,risk_tolerance,target_role,career_switch,priority_income,priority_pr,priority_stability,uk_hourly_wage,uk_employment_rate,uk_psw_available,uk_pr_years_required,uk_university_tier,uk_degree_duration_years,uk_city,uk_cost_of_living_monthly,uk_accommodation_monthly,uk_relocation_cost,local_avg_salary,local_cost_of_living_monthly,local_employment_rate,uk_avg_salary_target_role,uk_skill_shortage,uk_tuition_cost_usd,uk_outcome_score
29,male,India,Master,Business Analyst,2.7,5,84,4151,21560,yes,no,medium,AI Engineer,yes,1,4,3,39,71,yes,5,Russell,2,London,1161,681,3221,6598,516,60,81120,yes,27866,67.5
23,female,India,Master,Software Engineer,3.8,5,76,4585,24988,yes,no,medium,Data Analyst,yes,4,5,4,39,76,yes,5,Non-Russell,1,Leeds,1532,567,1874,13428,341,60,81120,yes,13812,68.4
21,female,India,Bachelor,AI Engineer,1.5,5,87,4912,23965,yes,yes,high,Business Analyst,yes,5,4,1,43,71,yes,5,Non-Russell,2,Nottingham,1051,858,2057,6305,493,64,89440,yes,13612,97.9
25,male,India,Bachelor,AI Engineer,4.2,5,85,6321,13785,no,no,low,Data Analyst,yes,3,2,2,31,74,yes,5,Non-Russell,2,Leeds,1112,658,2780,10904,462,58,64480,no,17422,54.1
27,female,India,Master,Web Developer,2.6,5,73,9673,28981,no,no,high,AI Engineer,no,3,3,5,39,76,yes,5,Non-Russell,2,Nottingham,1133,784,3444,8909,575,63,81120,yes,16426,80.4
26,male,India,Master,Cybersecurity Analyst,2.7,5,75,4495,20067,no,no,high,Business Analyst,yes,2,3,2,18,80,yes,5,Non-Russell,2,Manchester,1522,663,3096,11359,429,70,37440,no,16656,13.5
32,male,India,Bachelor,Web Developer,3.9,3,73,7795,16740,yes,no,low,Web Developer,yes,1,5,5,43,80,yes,5,Non-Russell,1,Leeds,1260,860,2628,6678,562,61,89440,yes,14996,93.5
21,male,India,Master,Cybersecurity Analyst,5.6,5,68,6148,21653,yes,no,medium,Business Analyst,no,3,5,5,26,83,yes,5,Non-Russell,2,Birmingham,1219,572,2860,9384,476,68,54080,no,12247,48.0
25,female,India,Bachelor,Cybersecurity Analyst,0.4,5,63,4556,25222,yes,yes,medium,AI Engineer,yes,3,2,2,44,72,yes,5,Russell,1,Birmingham,1121,618,2824,6730,564,60,91520,yes,22935,88.1
25,female,India,Bachelor,Software Engineer,4.9,5,84,9201,11815,yes,no,low,Web Developer,no,5,4,3,24,83,yes,5,Russell,1,Leeds,1109,840,2600,12584,326,55,49920,no,18415,30.2
26,male,India,Bachelor,Software Engineer,1.8,4,82,5552,25231,no,yes,low,Business Analyst,yes,5,3,4,40,80,yes,5,Russell,1,Leeds,1295,694,3034,8025,384,72,83200,yes,18707,75.9
23,male,India,Master,Business Analyst,2.7,3,70,6120,12709,yes,no,medium,Business Analyst,no,2,4,1,28,73,yes,5,Russell,1,London,1482,588,2753,11028,495,66,58240,no,25788,30.3
25,female,India,Master,Cybersecurity Analyst,0.1,3,65,7085,12507,yes,no,low,Data Analyst,yes,2,2,1,40,70,yes,5,Russell,2,Leeds,1388,844,3202,10998,542,69,83200,yes,20684,70.6
27,male,India,Bachelor,AI Engineer,1.8,3,74,7504,14575,yes,no,low,Business Analyst,yes,2,3,1,19,72,yes,5,Russell,2,London,1500,575,1531,10228,476,55,39520,no,25494,7.4
25,male,India,Bachelor,Data Analyst,3.0,5,64,4156,12773,no,yes,low,AI Engineer,no,5,3,2,19,78,yes,5,Non-Russell,2,London,1363,720,3131,8766,429,69,39520,no,16625,21.9
25,female,India,Bachelor,Business Analyst,0.3,5,70,4734,20446,no,yes,medium,Software Engineer,yes,5,1,2,23,79,yes,5,Russell,2,London,1599,638,1557,8098,444,69,47840,no,21503,23.7
25,male,India,Bachelor,Software Engineer,2.9,4,84,10275,28852,yes,yes,high,Software Engineer,yes,1,2,3,40,74,yes,5,Non-Russell,2,London,1523,871,2627,12761,382,70,83200,yes,12062,74.8
30,female,India,Bachelor,Web Developer,5.6,3,77,11505,18464,no,no,high,Software Engineer,no,4,2,1,36,84,yes,5,Russell,1,Manchester,1351,894,1811,6391,387,55,74880,yes,24180,59.7
30,male,India,Master,Business Analyst,0.6,5,89,11162,23864,no,no,low,AI Engineer,yes,4,1,3,37,84,yes,5,Non-Russell,2,Birmingham,1312,740,3252,8743,319,57,76960,yes,13551,72.4
23,female,India,Bachelor,Business Analyst,4.6,3,72,9523,29576,no,yes,medium,Software Engineer,yes,1,4,1,31,77,yes,5,Non-Russell,1,London,1375,653,3501,9784,529,66,64480,no,18306,51.4
21,male,India,Master,Business Analyst,2.5,4,70,11543,11320,no,yes,low,Data Analyst,no,4,1,2,20,71,yes,5,Russell,1,Birmingham,1155,552,2897,12666,425,61,41600,no,21971,15.9
25,male,India,Bachelor,Business Analyst,3.9,4,73,8654,18750,no,no,medium,AI Engineer,no,5,2,4,24,72,yes,5,Russell,2,London,1049,641,3282,9837,350,59,49920,no,20957,31.8
34,female,India,Master,Data Analyst,1.6,4,87,10250,12698,yes,yes,low,Web Developer,no,4,4,4,24,76,yes,5,Russell,1,Birmingham,1026,819,3782,10603,387,55,49920,no,24916,26.7
29,male,India,Master,Web Developer,1.0,3,77,11787,28695,yes,no,medium,AI Engineer,no,5,3,4,21,83,yes,5,Russell,1,Leeds,1291,893,2912,7685,469,55,43680,no,19729,26.3
34,female,India,Master,Web Developer,1.0,5,86,10408,28057,yes,yes,medium,AI Engineer,no,1,1,4,40,79,yes,5,Russell,2,Leeds,1379,530,2931,12497,362,69,83200,yes,27233,57.8
21,male,India,Master,Web Developer,0.4,5,87,7276,25948,no,yes,high,Business Analyst,yes,2,4,5,22,73,yes,5,Non-Russell,2,Birmingham,1296,722,2301,8914,388,62,45760,no,16274,30.4
23,female,India,Master,Cybersecurity Analyst,1.1,4,84,11246,26224,no,yes,low,Business Analyst,no,1,4,1,34,78,yes,5,Russell,2,London,1301,791,1738,13116,488,65,70720,yes,20583,52.7
33,female,India,Master,AI Engineer,4.0,5,87,4154,14058,no,no,high,Business Analyst,yes,4,4,4,43,83,yes,5,Non-Russell,1,Manchester,1173,765,3275,7418,489,68,89440,yes,12882,95.5
33,female,India,Bachelor,Web Developer,5.3,4,78,11950,8726,no,no,high,Cybersecurity Analyst,no,5,1,5,21,76,yes,5,Non-Russell,2,Birmingham,1038,781,2818,11051,388,67,43680,no,12393,33.9
24,female,India,Master,Business Analyst,4.9,3,83,11131,14697,yes,yes,medium,Data Analyst,yes,4,3,5,40,83,yes,5,Non-Russell,2,Nottingham,1002,775,1611,10191,325,73,83200,yes,14739,81.8
34,male,India,Bachelor,Business Analyst,4.1,4,86,4996,19910,yes,no,low,AI Engineer,yes,4,4,5,30,80,yes,5,Russell,1,Manchester,1141,880,3851,10201,475,66,62400,no,24801,42.8
21,male,India,Master,Web Developer,0.7,3,74,6294,17257,yes,no,medium,AI Engineer,no,2,1,3,33,81,yes,5,Russell,2,Nottingham,1016,543,2828,10090,563,73,68640,yes,19658,60.6
21,female,India,Master,Web Developer,1.7,4,68,8626,20963,yes,no,medium,Business Analyst,yes,4,2,3,33,70,yes,5,Russell,1,Birmingham,1113,561,1789,9726,341,58,68640,yes,21951,53.3
28,female,India,Bachelor,Business Analyst,1.9,5,67,6905,24666,yes,no,medium,AI Engineer,yes,2,1,5,19,73,yes,5,Russell,1,London,1383,700,3755,10773,418,58,39520,no,25299,7.8
22,female,India,Master,Cybersecurity Analyst,1.5,5,79,10067,9081,yes,yes,low,Web Developer,no,5,1,4,35,79,yes,5,Russell,2,Nottingham,1428,834,3309,12656,468,57,72800,yes,25456,47.5
32,male,India,Bachelor,Software Engineer,3.1,4,87,10681,28269,no,no,low,AI Engineer,no,5,1,1,18,80,yes,5,Russell,1,Birmingham,1590,508,2081,9629,407,60,37440,no,27933,0.0
28,male,India,Bachelor,Software Engineer,3.2,5,60,8824,27265,no,no,medium,Software Engineer,no,2,4,2,35,75,yes,5,Non-Russell,1,Manchester,1123,570,1869,9313,446,59,72800,yes,17002,66.8
27,male,India,Bachelor,Web Developer,2.1,5,63,5177,18776,yes,yes,low,Web Developer,no,1,1,3,43,75,yes,5,Russell,2,London,1169,589,1719,10951,475,65,89440,yes,25931,74.3
30,male,India,Bachelor,Data Analyst,2.1,5,73,4153,22196,no,no,medium,Web Developer,yes,5,2,4,25,79,yes,5,Non-Russell,2,Nottingham,1033,523,3396,12058,488,63,52000,no,14777,41.8
30,female,India,Master,Web Developer,5.0,3,84,11853,27354,yes,no,low,AI Engineer,yes,1,4,4,28,75,yes,5,Non-Russell,2,Birmingham,1013,639,1848,13655,459,57,58240,no,15692,46.4
22,female,India,Master,Web Developer,4.7,5,61,8187,17344,yes,no,low,Cybersecurity Analyst,yes,5,2,2,41,74,yes,5,Russell,1,London,1340,815,3802,10885,373,63,85280,yes,21347,70.7
26,female,India,Bachelor,Software Engineer,1.8,3,75,11600,23958,no,yes,high,Business Analyst,yes,5,5,2,41,72,yes,5,Russell,1,London,1543,839,1951,10610,317,66,85280,yes,19986,68.9
26,male,India,Master,Business Analyst,5.5,4,62,10481,19689,yes,yes,medium,Data Analyst,yes,3,1,4,32,71,yes,5,Russell,2,Leeds,1550,875,3689,13821,439,57,66560,no,21544,40.8
23,male,India,Master,Web Developer,5.7,5,85,9599,25331,yes,no,high,Data Analyst,yes,4,4,2,33,72,yes,5,Russell,2,London,1264,577,1588,13041,414,74,68640,yes,24979,44.1
31,male,India,Bachelor,Business Analyst,2.0,5,67,5716,12760,yes,no,high,Software Engineer,no,4,4,4,34,78,yes,5,Russell,2,Birmingham,1131,713,2370,7084,524,71,70720,yes,18701,65.9
22,female,India,Master,Business Analyst,2.1,5,65,7202,21436,no,yes,medium,Data Analyst,yes,1,1,2,34,72,yes,5,Russell,1,Manchester,1357,515,2659,13583,345,66,70720,yes,25737,42.6
32,female,India,Bachelor,Data Analyst,3.0,4,75,10593,8066,no,yes,medium,Data Analyst,yes,4,3,2,29,72,yes,5,Non-Russell,2,Leeds,1274,528,3542,7007,337,72,60320,no,16618,50.4
21,male,India,Bachelor,Business Analyst,5.6,3,83,10112,8564,no,yes,low,Business Analyst,yes,1,3,4,27,70,yes,5,Non-Russell,1,Birmingham,1503,874,3374,7317,505,58,56160,no,15721,45.0
26,female,India,Master,Software Engineer,5.3,3,75,6857,21393,no,no,medium,Business Analyst,no,5,2,5,37,71,yes,5,Non-Russell,2,Birmingham,1510,790,2022,12880,308,64,76960,yes,12386,65.4
32,male,India,Master,Cybersecurity Analyst,0.6,5,66,4786,11670,yes,no,high,Cybersecurity Analyst,no,3,1,4,23,80,yes,5,Non-Russell,1,Birmingham,1106,542,2409,8349,552,72,47840,no,14621,41.3
25,male,India,Master,Cybersecurity Analyst,2.4,4,89,8368,10251,no,yes,high,Software Engineer,no,3,1,1,25,81,yes,5,Non-Russell,1,Nottingham,1419,851,1941,13337,407,62,52000,no,18726,28.0
34,female,India,Bachelor,AI Engineer,3.3,4,72,10123,20949,no,no,medium,Data Analyst,no,5,5,2,30,72,yes,5,Non-Russell,2,Nottingham,1367,874,1537,8693,397,63,62400,no,12572,55.6
34,male,India,Bachelor,Web Developer,3.0,4,72,10731,8804,no,no,high,Cybersecurity Analyst,yes,2,3,3,19,71,yes,5,Russell,1,Manchester,1342,552,3380,13208,574,73,39520,no,22260,11.6
31,female,India,Master,Software Engineer,1.2,4,64,8272,29015,yes,no,low,Software Engineer,yes,2,3,2,36,77,yes,5,Russell,1,Birmingham,1220,775,1709,8278,370,67,74880,yes,23545,59.8
29,male,India,Master,Business Analyst,5.2,4,84,7767,17583,no,no,high,Web Developer,yes,4,1,1,39,75,yes,5,Russell,2,Nottingham,992,870,3100,11528,338,60,81120,yes,21044,69.8
21,female,India,Master,Cybersecurity Analyst,4.1,3,79,6878,25619,no,no,low,Data Analyst,no,1,2,3,27,76,yes,5,Non-Russell,2,Nottingham,1307,731,2480,12881,597,61,56160,no,19013,38.1
27,female,India,Master,Software Engineer,5.0,3,81,4642,20224,yes,no,high,Data Analyst,yes,3,1,3,21,70,yes,5,Non-Russell,1,Nottingham,1057,711,1880,9722,389,60,43680,no,13292,34.2
25,female,India,Bachelor,Cybersecurity Analyst,5.2,3,77,9994,14016,yes,no,low,Business Analyst,yes,4,2,4,29,75,yes,5,Non-Russell,1,Manchester,998,507,3060,9693,518,65,60320,no,15595,55.3
25,male,India,Master,Business Analyst,4.5,5,74,11216,21036,yes,yes,low,AI Engineer,yes,5,3,5,35,71,yes,5,Russell,1,Manchester,1124,621,1893,13140,406,71,72800,yes,19820,57.8
34,male,India,Bachelor,Cybersecurity Analyst,2.6,4,77,8662,27933,yes,yes,medium,Software Engineer,no,3,5,4,24,82,yes,5,Russell,2,Birmingham,1340,541,2573,10392,395,73,49920,no,24884,22.4
22,female,India,Bachelor,Web Developer,3.7,5,61,4665,20392,no,yes,low,Data Analyst,no,1,4,3,37,84,yes,5,Russell,1,Leeds,1484,832,1895,10550,331,66,76960,yes,20802,58.5
31,female,India,Master,Web Developer,1.0,4,69,7426,15938,yes,yes,medium,Software Engineer,no,1,3,3,41,75,yes,5,Non-Russell,1,Birmingham,1300,732,3276,13224,425,67,85280,yes,17682,73.8
23,male,India,Master,AI Engineer,4.0,3,82,7783,12141,no,yes,high,Cybersecurity Analyst,yes,2,2,5,41,72,yes,5,Non-Russell,2,Nottingham,1470,569,3579,11037,446,72,85280,yes,12554,80.8
27,male,India,Master,AI Engineer,1.1,5,72,9427,17546,no,yes,high,Cybersecurity Analyst,yes,4,1,2,40,76,yes,5,Non-Russell,2,Nottingham,963,866,2044,13802,579,61,83200,yes,17859,77.7
26,male,India,Bachelor,Cybersecurity Analyst,4.2,3,77,11011,13335,no,yes,high,AI Engineer,yes,5,3,5,43,72,yes,5,Russell,2,London,1459,515,2584,10335,323,59,89440,yes,26527,67.6
32,female,India,Master,Software Engineer,1.4,4,74,7701,13077,no,yes,low,Data Analyst,yes,3,5,4,42,78,yes,5,Non-Russell,2,Birmingham,1178,568,2052,11717,508,70,87360,yes,15393,84.4
22,male,India,Master,Web Developer,0.7,4,71,9894,21247,no,yes,high,Business Analyst,no,1,2,2,21,72,yes,5,Russell,2,Nottingham,1569,552,2964,9247,419,58,43680,no,23067,15.1
26,male,India,Bachelor,Software Engineer,1.0,4,74,5069,13611,yes,no,high,Data Analyst,yes,3,1,4,24,76,yes,5,Russell,1,Nottingham,1418,672,2653,9134,573,55,49920,no,25501,24.7
22,female,India,Master,Software Engineer,0.0,3,72,6349,16089,no,no,medium,Software Engineer,no,5,4,5,27,81,yes,5,Russell,1,Leeds,1147,761,2877,8598,439,58,56160,no,20788,41.3
22,male,India,Bachelor,Cybersecurity Analyst,4.3,4,77,11011,10892,no,yes,medium,Web Developer,yes,3,2,2,43,73,yes,5,Russell,1,London,1267,878,3745,8185,596,57,89440,yes,22125,83.0
22,male,India,Master,Software Engineer,4.4,3,74,11055,13577,no,no,high,Cybersecurity Analyst,no,4,1,5,32,77,yes,5,Russell,2,Birmingham,1517,788,3186,10052,381,58,66560,no,21606,45.1
34,male,India,Bachelor,Web Developer,3.1,5,84,8503,28002,yes,no,high,Software Engineer,yes,2,4,1,29,83,yes,5,Russell,2,Manchester,997,514,3239,10549,507,55,60320,no,19540,49.1
31,female,India,Master,Business Analyst,1.0,4,82,5212,25943,no,yes,low,AI Engineer,yes,3,1,3,18,71,yes,5,Russell,2,Birmingham,1167,769,2193,9824,332,66,37440,no,26766,6.5
23,female,India,Master,AI Engineer,0.5,4,70,10965,14683,no,yes,low,Cybersecurity Analyst,no,2,4,2,37,77,yes,5,Non-Russell,1,Birmingham,959,666,3694,9520,323,67,76960,yes,12943,77.6
22,female,India,Bachelor,Business Analyst,0.1,4,78,9949,9507,yes,yes,high,Business Analyst,no,5,4,3,35,78,yes,5,Russell,2,Leeds,1399,562,3239,7249,360,56,72800,yes,22922,56.4
24,female,India,Bachelor,Software Engineer,1.0,5,62,5152,24335,no,no,medium,Cybersecurity Analyst,yes,2,4,1,42,82,yes,5,Non-Russell,2,Birmingham,1207,760,1997,12586,488,63,87360,yes,17682,79.6
29,female,India,Master,Business Analyst,5.3,4,66,10704,10063,no,no,high,Web Developer,yes,3,1,2,33,77,yes,5,Russell,2,Leeds,1392,620,3595,13373,383,61,68640,yes,18753,49.1
26,female,India,Bachelor,Web Developer,1.4,3,80,11704,28026,yes,yes,low,Data Analyst,yes,3,4,3,22,75,yes,5,Russell,1,Leeds,1310,845,2695,13843,524,67,45760,no,25488,14.4
21,female,India,Bachelor,Web Developer,2.1,3,85,11433,10000,no,no,medium,Web Developer,no,1,2,3,36,79,yes,5,Russell,2,Nottingham,1039,739,2112,8074,467,56,74880,yes,25206,62.2
28,male,India,Bachelor,Software Engineer,0.6,4,73,9237,23566,no,no,medium,Web Developer,yes,3,5,2,21,70,yes,5,Non-Russell,2,Manchester,1227,606,2838,8504,485,55,43680,no,13121,34.8
32,male,India,Bachelor,Cybersecurity Analyst,1.3,4,73,6511,9294,no,no,low,Data Analyst,no,2,5,3,23,76,yes,5,Russell,1,Leeds,1363,679,1875,10790,371,72,47840,no,27680,14.9
34,female,India,Master,Business Analyst,3.1,5,81,4143,23096,no,yes,high,Cybersecurity Analyst,yes,1,4,3,43,70,yes,5,Russell,2,London,1536,515,2305,10805,373,61,89440,yes,25938,67.3
27,male,India,Master,Cybersecurity Analyst,3.6,5,72,6489,12065,no,no,high,AI Engineer,yes,3,5,2,34,76,yes,5,Non-Russell,2,London,1062,854,2420,8014,452,72,70720,yes,16265,67.8
30,male,India,Bachelor,Cybersecurity Analyst,1.5,5,71,11367,22090,yes,no,high,Data Analyst,yes,3,5,3,24,83,yes,5,Non-Russell,2,Manchester,959,808,2374,10944,395,73,49920,no,17109,37.3
